Id,Label,description,publishedAt,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UC5J5V2AmLDPvGJop-PK86pQ,レトロゲーマーアジャキング,"ファミコン、スーファミ、PCエンジン、プレイステーションなど、レトロゲームに関する動画、おすすめゲームなどの紹介しております。

あの頃流行った懐かしのゲーム、思い出のゲーム、知名度は低い名作ゲームなど、個人的な好みや意見なども踏まえて紹介しておりますので、レトロゲーム好きの方、埋もれているおすすめゲームをお探しの方、団塊ジュニア世代の方は是非暇つぶしにでも見ていって下さい。


Buzz Videoでもアジャキンとして同じ動画を投稿しておりますので、そちらもどうぞよろしくお願い致します。


興味のある方は、是非チャンネル登録よろしくお願い致します。
https://www.youtube.com/channel/UC5J5V2AmLDPvGJop-PK86pQ



新しくＳＥＧＡ専門チャンネルを開設しましたので、こちらも併せてよろしくお願い致します。
▼　▼　▼　▼
https://www.youtube.com/channel/UCXlXkDYP99Ka_q4NBEQUoqw


Buzz Videoにも投稿しております。
▼　▼　▼　▼
https://www.topbuzz.com/user/6650516667368980485/



ブログもやってます！
https://retoromania.コム/


ファミコン、スーファミ、メガドライブなど、レトロゲームの熱い思い出話はこちらから
http://www.atelier-digital-isin.info/


Twitterのフォローもお待ちしております♪レトロゲームファンの一言@TheAmazonia
http://twitter.com/@TheAmazonia


インスタグラムはこちら↓↓
https://www.instagram.com/retorogamer/",2012-10-30T04:27:44Z,8904282,0,True,164
UC9G7s2RF0EkDJNRA6tIMk6A,ゲームプータロウー,いろんなことをやっていきたいと思います。,2016-03-30T14:38:33Z,11335,41,False,48
UCrtKnyadbGU3uRZAO4PkNlA,あっしーGAME Tube CHANNEL,"あっしー GAME Tube CHANNELへようこそ〜✨
マスターのあっしーと申します！

ＰＳ４からのブロードキャストライブ配信で動画投稿しております♪
配信時間帯は主に夜ですので、睡眠のお供にでもご覧下さいませ…zzZ
おすすめのゲームなどありましたら教えてください♪
興味が持てたらプレイします✨

最新情報はTwitterにて！→@Aaaaoshi0107
https://twitter.com/Aaaaoshi0107

気に入って頂けましたらチャンネルの登録、評価のクリック、Twitterフォローよろしくお願い致します✨

リスナー様へお願い『５の約束』
【１つ】配信において以下の内容について私マスターのあっしーからお願いです。
【２つ】迷惑行為等、私やリスナー様が楽しくゲーム出来ない状況にならないよう、心がけをお願いします。酷い場合はブロック処置等を行いますのでご了承ください。
【３つ】私のゲームプレイは下手くそ・まったりスタイルで、上手いプレイや効率的なプレイは出来ないので温かく見守ってくだかい。
【４つ】参加等については、基本タイトルに記載しておりますので、ご確認をお願いするとともに、不明な点は、コメント欄にてご質問ください。
【５つ】最後に、みんな仲良くゲームを楽しみましょう♪",2018-07-01T05:32:23Z,12454,128,False,335
UCHXgFLFyqR-XqtxfTH3qiYA,ディープブリザード,"最果ての地に住む魔王がお届けするお絵描き講座のチャンネルです。
初心者向けから、ちょっとしたテクニック動画まで様々な「絵を描くのって楽しい！」と思える動画をアップしていきます。
お絵かき講座以外の生放送動画は基本的に再生リストからのみ閲覧ができるようになっています。

公式サイト
https://www.deepblizzard.com/

Twitter
https://twitter.com/mao_DBmiyuki",2018-01-30T05:40:19Z,8894968,144000,False,237
UCKYPwPHjmgLWrJwkcLhGvNg,斗和キセキ,"株式会社Pictoria所属！
新世代を創る王道バーチャルYouTuber
斗和キセキです▷▷▷

毎週日曜日19;00更新！
リアル x バーチャルな企画中心にアップして、
世の中に常に体当たりしてるギャル的な感じです。


△ 斗和キセキの軌跡

・デビュー後１週間でチャンネル登録者数5万人超えたり、

・クラウドファンディングで、1500万(達成率15000%)あつめたり、
(https://camp-fire.jp/projects/view/146052)

・Cygamesさんのワールドフリッパーに出演したり、

・「Vティーク」等雑誌の表紙飾ったりしてま～～～～す！

▷▷ツイッター
https://twitter.com/towakisekiv


▷▷ファンクラブ(Fanbox)
https://towakiseki.fanbox.cc/


▷▷音声やグッズなどの販売(期間限定・BOOTH)
https://pictoria.booth.pm/


▷▷「斗和キセキ」の二次創作に関するガイドライン
・日本語版
https://www.notion.so/78a4b9554eea43859b593ab1adb95337
・English
https://www.notion.so/Guidelines-Regarding-Towa-Kiseki-Derivative-Works-4d9cd95e60294057a9921c7408dd6c1b


▷▷オリジナルソングもあるよ
https://music.oricon.co.jp/php/artist/ArtistTop.php?artist=A1192827&album=0


▷↓↓コラボや案件のいろんな楽しそうなお話、どしどしまってま～～す↓↓
info@pictoria.co.jp",2019-02-17T01:03:41Z,3025875,87200,False,65
UCHZ1EFuxLVxLcV-fBeGsEmQ,ドライブイン環8,,2008-10-23T06:32:08Z,2127134,868,False,546
UCG08EqOAXJk_YXPDsAvReSg,Unity,"Unity is the creator of the world’s most widely-used real-time 3D (RT3D) development platform, giving content creators around the world the tools to create rich, interactive 2D, 3D, VR and AR experiences. Our 800+ person engineering team keeps Unity at the bleeding-edge of technology by working alongside partners such as Magic Leap, Google, Facebook, Oculus and Microsoft to ensure optimized support for the latest releases and platforms. 

Apps made with Unity reach 2.7 billion devices worldwide and were installed more than 24 billion times in the last 12 months. Unity is powering the real-time revolution, expanding beyond games and breaking into other industries including automotive, film, architecture, engineering, construction and more. 

You can download Unity from our web site: http://unity3d.com/unity/download.
Facebook: https://www.facebook.com/unity3d
Twitter: https://twitter.com/unity3d",2009-06-26T16:06:18Z,135605685,913000,False,2605
UCkPIfBOLoO0hVPG-tI2YeGg,Tomari Mari channel / 兎鞠まりちゃんねる,"バーチャルyoutuberの兎鞠まり （とまりまり）です～！
雑談とゲーム配信が多めだとおもいまーす！

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
🥕動画の切り抜きについてのお願い🥕
基本的には以下を守って頂ければ動画の切り抜きは歓迎しております～！
・収益化・営利目的での使用をしない。
・必ずチャンネルのURL・元動画のURLを記載する。
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
🥕ファンアート＃まりあーと
🥕サムネに使用してもよいファンアート　＃さむねまり
🥕生放送タグ＃生兎鞠

🥕二次創作について🥕
イラスト、漫画、コスプレ、同人誌等大歓迎です！( •̀ .̫ •́ )✧
グッズ周りの販売についてはご相談ください～！

BGM：杉江一様
チャンネルロゴ：葉山みど 🍃/木緒なち",2018-06-29T11:41:54Z,9242435,137000,False,584
UCdJvJ-tELQ6CBrxpu_HXWOQ,Rukkiクレーンゲーム,"どうも！クレーンゲームRukkiです！！私は小４の時からクレーンゲームを初めて今年で１０年？近く経ちます。
iPhone6を手に入れてから、何気なく撮影したクレーンゲームの動画をUPしたのがはじまりでそれ以来ずっと動画をUPしてます！
今までに培った技術を基に皆様の手本になれるような動画（←ちょくちょく散財動画もありますがｗ）をUPしていきますのでよろしくお願いします！
また、私が見かけた面白い設定や変わった設定などの動画もUPするので、そちらも見てくれるとうれしいです！！
動画が面白いと思ったら「高評価」や「チャンネル登録」をポチっと押してください！よろしくお願いします！
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
※動画の無断転載はしないで下さい。発見し次第通報させていただきますのでご了承ください。
※店舗の場所を特定するようなコメントや明らからに不適切なコメントは削除させていただきますので、ご了承ください。",2015-05-23T16:02:26Z,6861237,15700,False,205
UCBnFEiB9v4afsg8tbhmIACQ,SPYGEA,プロゲーミングチームDeToNator所属のスパイギアです。ゲーム動画をアップしていきます。,2010-07-02T22:05:29Z,57800219,160000,False,2021
UCPyNsNSTUtywkekbDdCA_8Q,はなおでんがん,"どうもおはえりすめんてん、はなおです。おはえりすめんてんは
おはよう+ミカエリスメンテンの造語です。
uuumっぽく無いですが、uuumです。uuumの闇担当です笑
文系でも楽しめる理系動画をメインに
いろいろやってます。編集には定評があります。チャンネル登録よろしくお願いしますψ(｀∇´)ψ
2017年6月1日急上昇1位、登録者増加数日本1位に輝きました！

☆twitterフォローお願いします(^^)→https://twitter.com/hanao87_0",2014-11-27T13:34:05Z,868125248,1680000,False,700
UCh3zGmoKsalYuQ5s65itFHA,オグヘイ,"新旧・ジャンル問わず、面白いと思ったゲームや新しいゲームなどなんでもプレイします。
特に和ゲー、レトロゲー、格ゲーが好きです。
将棋は初心者です。
ライブ配信が多いですが、たまに編集してアップすることもあります。
レトロゲームはレトロフリークでプレイしています。

チャンネル登録してもらえると励みになります！

だいたいツイッターで毎日夜19～21時頃に当日の配信ゲームと開始時間を告知しています。
※告知ツイートがない日は配信はありません

■Twitter
@oguhei3

■ゲームやラーメン、アニメなど色々書いているブログです。
【オグヘイのチラシの裏】
→https://oguhei.net/

■問い合わせフォーム
→https://oguhei-design.net/contact/",2008-06-08T16:27:53Z,302859,479,False,780
UC7MQgeoNg9S4rOZBU2k9pqw,kubota,"一般向けの法律知識の解説とニュースや時事問題の法的解説の動画を中心に、いろんな動画をアップしていきます！

■Twitter　https://twitter.com/ouraroom

■ベリーベスト法律事務所お問い合わせ先
法律関係のことでお悩みの方は、ベリーベスト法律事務所にお問い合わせ下さい。なお、弁護士の指名はできませんので、kubotaに直接依頼したい方は下記【■kubotaに直接依頼したい方】の欄をご覧ください。
https://youtube.vbest.jp/inquiry/

■kubotaに直接依頼したい方
弁護士業務の依頼、取材、セミナー依頼、執筆依頼、YouTubeの案件など、弁護士YouTuber久保田康介に対して直接依頼をしたい方は以下のページをご覧の上、ページ内のお問い合わせフォームよりお問い合わせください。
https://www.legamaga.com/about/


■kubotaのプロフィール
弁護士法人VERYBEST　ベリーベスト法律事務所所属
弁護士　久保田康介（兵庫県弁護士会所属）


2017/04/12　動画投稿開始
2017/05/01　弁護士登録（兵庫県弁護士会所属）
2017/06/21　チャンネル登録者1000人突破！
2017/07/24　チャンネル登録者10000人突破！
2018/05/06　チャンネル登録者100000人突破！",2017-02-11T06:55:12Z,67057763,261000,False,520
UCY_qQE1SSMciTm6qG4pgkfg,TIE Ru,"主にBattleFieldシリーズやApex Legendsの動画を投稿しております。
PC版BF4のスナイパーキルランキングにおいて日本一位を達成しました。
PC版BF5のスナイパーキルランキングにおいて世界一位を達成しました。

SR Montageクラン TIE cinemaを運営しています - http://goo.gl/yNgnR3


配信サイトMildomでゲームのライブ配信をしてます - https://www.mildom.com/10084097

お仕事/タイアップ案件のご連絡はこちらまで (商品紹介/ゲーム・アプリ紹介等)
tie.ru.info@gmail.com

[Twitter]
https://twitter.com/Poulmt",2011-05-25T17:50:13Z,185913783,431000,False,1415
UCjxY3qPU7lOwYRAc0UCF4EQ,よみっこ,"編集初心者です　誹謗中傷コメントなどはお控えください
ゆっくり実況をやっております
現在はバカゲー、モンストなどのゲームを中心に
実況しております。是非チャンネル登録お願いします
出来るだけ毎日動画をアップしております!(^^)!
https://twitter.com/yomi_CH39
ツイッター始めました。こちらも是非フォローお願いします
これからどんどんUPしていけるようにがんばります",2015-11-25T09:10:54Z,124956193,125000,False,1582
UCKRbvJAwUucjbtJpByyphng,DAW LESSON,"ミュージシャンのための、音楽制作サポート・サービス「DAW LESSON」です。

“ちゃんと知り、しっかり使いこなす”をテーマにしたDAWソフトやプラグインのオンライン・レッスンから、出張ボーカル・レコーディング、アレンジ、リアンプ…といった制作サポートまで、ミュージシャンの作品作りをお手伝いしています。

このチャンネルでは、音楽制作機材の紹介やレビュー、制作のヒントなどを随時公開していきます。
なお動画にお寄せ頂いたコメントはすべて拝見しておりますが、すべてのコメントに返信するのが難しいため原則としてお返事は控えさせて頂いております。

使い方やトラブルなどのご質問を頂いても、お答えしかねますのでお手数ですが体験レッスンをご利用頂けますようお願いいたします。


20分間の無料体験レッスンをご提供しています。動画で紹介した製品を詳しく知りたい…という方は、ぜひお気軽にお問い合わせください！

【体験レッスンの詳細】
https://dawlesson.net/trial-lesson/


ホームページ：https://dawlesson.net/
Twitter：https://twitter.com/dawlesson",2017-01-05T13:13:04Z,2904032,22700,False,656
UCZQ-d0Fs8_t0l6KsbStG-mw,幻想ゲーム部実況,"幻想ゲーム部へようこそ～。
ここは「ゆっくり」で、実況とも言えないゲーム実況をやっております～。
ちょっとでも楽しんでもらえたら幸いです。",2016-02-18T20:53:34Z,754482,1980,False,389
UCKRxSVu3yZPqL5jGfKydQLg,さかなgame＆何か,"
【Twitter】
@sakanayalugang",2014-12-17T18:42:26Z,327934908,277000,False,2608
UCXbMlQqBkNgeaqwnMsdrpmQ,ソロギターでゲーム音楽！ by BGM,"Video Game Music Solo Guitar Cover
フラメンコギタリストが、ゲーム音楽をソロギターでひたすら演奏します。
定期的に（現状は月に数本）演奏動画をアップしますので、よろしかったらチャンネル登録・コメント・評価・シェアをお願いいたします！

★ゲーム音楽をソロギターでひたすら弾くブログ→下段のリンクより
この企画の詳細は『ゲーム音楽をソロギターでひたすら弾くブログ』に掲載。
詳しい曲解説やコード進行、その他ゲーム音楽・ギター関連の読み物も執筆しています！

★この企画の公式Twitter（BGM名義）→下段のリンクより
ゲーム音楽演奏企画の動画やブログの更新情報や、その時考えていることなどを呟きます。

【中の人の活動】
自分BGMの中の人は後藤晃（Akira Goto）というフラメンコギタリストです。
本職のフラメンコギターの活動も合わせてお願いいたします！

★後藤晃のフラメンコギターブログ →下段のリンクより
Akira's Flamenco Guitar Blog
活動状況、ライブ情報、長期連載『フラメンコ音楽論』（フラメンコの音楽を徹底分析・解説）などを書いています。
・ギター教室案内（オンラインレッスンも対応！）
・演奏・制作のお仕事のご依頼
・CD作品の販売
などもこちらで承ります。

★後藤晃のフラメンコギターチャンネル →下段のリンクより
本名でやっているYouTubeチャンネルです。
フラメンコギターやオリジナル曲などの演奏動画をアップしています。",2018-04-21T16:00:01Z,59379,464,False,81
UCg_m2ahbG9grCTh05T9kRog,デカキン Dekakin,"ブン！ハロー！YouTube!
どーも！デカキンです！
顔がヒカキンさんに似ていて体がデカイので、『デカキン』です！

大食いエンターテイメント系YouTuberとして活動しています！！！

北海道旭川出身で

小中高の教員免許とギネス世界記録を持っています。

身長178cm、体重135kg、バスト135cm、ウエスト135cm、ヒップ135cmです。

ツイッター、インスタもやってますので、ぜひそちらもよろしくお願い致します！！！


お仕事のご依頼はコチラ
dekakinwork@gmail.com 

　

【テレビ出演】
・NHK Eテレ 
『テストの花道 ニューベンゼミ』
・フジテレビ
『すぽると！』

【ラジオ出演】
・ニッポン放送
『ミュ～コミ+プラス』",2014-03-27T08:37:33Z,305734958,880000,False,802
UClpgAZCoIpHtB_y1tzuWmDQ,SHEI,"主に「PC版マインクラフト」と「プレイステーションゲームソフト」の実況プレイ動画、あとは「スマホアプリ」の企業タイアップ動画なんかを投稿しています。編集力に関しては初心者のほうですががんばります!!
投稿時ぐらいにしかYouTubeを見ないためコメント返信は難しいので、お手数ですが私への意見などはTwitterでお願いします。動画の進捗状況やその他いろいろツイートしてます。
【現在シリーズ化している動画】
「ゆっくり実況 黒の剣士のマインクラフト」シリーズ
「ゆっくり実況 閃光走るメタルギアソリッド」シリーズ
「ゆっくり妖夢のマイ談レストラン」シリーズ
「魔理沙と霊夢のGGO攻略記【SAOFB ゆっくり実況】」シリーズ
「ゆっくり実況 シェイのデス・ストランディング」 シリーズ",2014-11-01T09:12:54Z,128287133,297000,False,236
UCGwUKVMItmHa-dl9kJlLY2g,ELySioNq,"個人 or 企業からのスポンサーお待ちしております。
高評価とチャンネル登録お願いします。

元DetonatioN Gaming Requish Pro-Gamer

↓---Contact---↓
■Twitter
https://twitter.com/ELySioNq

■仕事の連絡先
elysionq0703@gmail.com

↓---戦績---↓
■ネットカフェオフライン大会
MVP5回
優勝10回
準優勝3回 

■大会開催
2012年3月Alliance of Valiant Arms公式ユーザー主催大会主催・実況・管理・大会進行
2015年1月Alliance of Valiant Arms公式ユーザー主催大会主催・実況・管理・大会進行 

■DetonatioN-Requish
2016年9月 AVARST2016 season2 準優勝
2016年6月 AVASLT 優勝
2016年5月 AVARST2016 Season1 準優勝
2015年12月 AVA WORLD CHANPIONSHIP 2015 3位
2015年10月 AVAODL2015 Season2 優勝
2015年4月 AVARST2015 Season1 優勝
2015年1月 AVAODL2015 Season1 優勝
2014年10月 AVAODL2014 Season3 準優勝
2014年7月 AVARST2014 Season2 準優勝
2014年7月 AVALMT2014 Season1 優勝",2014-11-30T17:35:21Z,359913,17400,False,54
UCkLNLQoQgU_aer0SVrBFd7A,資金ゼロ起業のSSCコンサルティング,お金がない、むしろ借金がある、しかも返済できていなくてブラックリストだ、そんな状態からであってもかなり簡単に誰でも復活できます。資金ゼロから小さく起業・副業していくためのアドバイスをしているチャンネルです。,2013-02-16T09:30:15Z,1447615,6540,False,530
UC4YaOt1yT-ZeyB0OmxHgolA,A.I.Channel,"はじめまして！ みんなと、あなたと繋がりたい！キズナアイです(o・v・o)♪
チャンネル登録よろしくお願いしますლ(´ڡ`ლ)",2016-10-19T06:03:24Z,352930231,2880000,False,977
UC4gtmad4aAGqDaMvGslCa6g,KAGIYA鍵屋 ゲーム好きなおっちゃんちゃんねる,"PCゲームやXBOX,PS3,4などのCD-KEYを激安で購入できるお店がここ！
G2A.comのホームページはこちら
https://goo.gl/mU8WPV


G2A.com利用者です。G2A.comの者ではありません。
現在、頻繁にG2A.comを利用している経験から
利用のしかたやゲーム動画、ゆくゆくは実況もしたいと考えております。

G2Aに限らず、PCゲーム全般のことや
当方低スペックのPCでゲームをしているので
ゲームPCでなくともパソコンでゲームすることは可能であるということも
わかっていただけるかな？と

少しでの、なにかしらお役に立てたならば光栄です。

どぞ、よろしく

鍵屋本人のホームページはこちら
http://qqw39std.wix.com/g2adegekiyasugame",2015-02-24T15:23:49Z,15549,25,False,364
UC8q3gFOeMSxulwKagM5LLAA,梨蘭u.ゲーム,"Gオフィス所属のゲーマータレント梨蘭です。
アクションゲームをメインにプレイしていきます

☆現在使用しているPCを提供してくださった
　マウスコンピューターさんのサイトです
http://www.mouse-jp.co.jp/

使用PCはこちら
（MASTERPIECE i1630 シリーズ (Z370)
　　 デスクトップゲーミングPC）
http://www.g-tune.jp/desktop/masterpiece2_z370/


モニターはAOC様よりAGONゲーミングモニターを提供していただいております。
AGONのHP
http://www.aocmonitorap.com/jp/aoc_open/

私が使用しているのは、AG251FZというものになります。


ーチャンネル登録をぜひよろしくお願いいたしますー

スポンサー機能導入しました！
梨famバッチ(名前の隣に表示されます)や生放送のコメントで使えるオリジナルスタンプが使用可能になります。
スポンサー登録はこちらから
→https://gaming.youtube.com/channel/UC8q3gFOeMSxulwKagM5LLAA

またSUPER CHAT機能により、ご支援いただきましたものは、
配信機材や、配信ゲームなどに使用させていただいております。


お仕事のご依頼はこちらから
riran525@gmail.com


野々宮ミカ×梨蘭の柏木べるくらプレゼンツ
「なしみかんのじかん」
https://www.youtube.com/channel/UCbHfw3PD2s4ctvE5fgsIxKg


Twitter 　@riran525／https://twitter.com/riran525
 Instagram　https://www.instagram.com/u.riran/",2014-05-12T20:09:33Z,4355690,25800,False,1376
UC1-4AnMxkLXLNL3-7UJ4KTQ,/谷やん谷崎鷹人,"九州男児の谷やんによる大食いチャンネル！（　・｀д・´）
大食い動画及び料理動画をメインとしてアップしております!!（。・ω・。）ゞ

皆様からの『チャンネル登録』、『イイネ』が動画投稿の原動力です!!（　・｀д・´）

Twitterアカウント：＠Taniyaaan1125
  ↑　　↑　　↑
こちらもフォローお願い致します！♪（o  ・ω・）ノ））",2016-09-17T17:55:47Z,380931024,1560000,False,211
UCEJ9hPjmge0UxpD9QA11MwQ,オリエンタルラジオ- Oriental Radio,"オリエンタルラジオOfficial YouTube
毎週火曜・木曜・日曜 18時更新
中田藤森の2Sトークを見られるのはこのチャンネルだけ！

収録の様子はファンクラブ【UNITED】で生配信中
https://www.nakataatsuhiko.com/funclub",2020-01-27T09:55:58.210586Z,16877379,175000,False,80
UC2otzOMMLeJHZVwwyAQaA_w,スーツ 背広チャンネル,参考になったコメント（論理的に説得力のあるもの、もしくは動画内で扱った内容に関する補足知識）には、私への好意の有無に関わらずいいね（ハート）を押しています）,2016-12-21T03:46:32Z,87322114,321000,False,766
UCg94A9An85nXCFSguNx3gYA,フジ工房,,2014-11-13T18:49:33Z,390799757,713000,False,2091
UColoXxvhfz54o0icqQRPzYw,しばなんチャンネル,"天下のブサイクカップルが
皆様に元気と勇気と笑顔をお届けします。",2015-11-27T12:46:13Z,1149631854,2370000,False,503
UChNaxK2B0Lq07lnOw8yMZ2w,ばっけんのレトロゲームチャンネル,"レトロゲームを中心に色々な動画をあげていくチャンネルです！
RTAやスーパープレイはありませんが、少しでも楽しんでもらえると幸いです♪
ニコニコでは生放送もやっておりますので、そちらもよろしくお願いします！

Twitter：＠retrojikkyo",2017-07-22T05:08:54Z,18921432,43900,False,466
UCM_jH6zHAtQNwTkl8wzvsoA,五十路すぱるたんずのGame Playチャンネル,"ご視聴いただきありがとうございます
社畜が気ままにゲームプレイを配信してます。
元気いっぱい一緒にＶＣで遊んでくれる方いませんか～？？
ゲームが大好きな人と遊びたいです！！
よろしくお願いします。

*Apex Legends（ソロ・プラチナ）
*World of warships legends（戦艦好き・駆逐艦に最近ハマってます）

ジャンヌ様に紹介された動画はこちら↓↓↓
https://www.youtube.com/watch?v=3tG9J6celgQ

年齢なりに頑張ってます。応援していただけると嬉しいです(´▽｀*)
*22:00～1：00頃よく配信します。（もう少し早いこともある）
適当にゆっくりしていってくださいね！

（注意）荒らしコメや嫌がらせは即削除しますのでご了承下いさね。礼儀を知らない方はご遠慮下さい。",2016-11-07T10:42:13Z,86590,535,False,738
UChEl-KX2vPo_lgQKmAiU5eQ,SOUチャンねる,主にクソゲー動画を元にした東方MMD作っております。もう活動して４年になりますが飽きっぽい私が続けられてるのは一重に皆様のお陰です。本当にありがとうございます！,2014-05-31T21:36:24Z,4981941,20200,False,69
